work_order_id,machine_id,plant_id,created_at,scheduled_start,actual_start,scheduled_end,actual_end,status,priority,product_type,planned_units,actual_units,defect_count,downtime_minutes,operator_id,failure_mode,risk_score,risk_label
108,6,1,2022-02-03T14:18:36+00:00,2022-02-03T17:36:43.353620+00:00,2022-02-03T17:41:56.464318+00:00,2022-02-03T23:15:17.962053+00:00,2022-02-03T22:51:15.623624+00:00,completed,medium,Module-Alpha,677,650,6,12,125,,,
109,49,5,2022-02-18T20:54:09+00:00,2022-02-18T22:31:30.249899+00:00,2022-02-18T22:34:56.030941+00:00,2022-02-19T06:19:55.099187+00:00,2022-02-19T06:27:13.757485+00:00,completed,low,Widget-A,563,539,2,14,188,,,
110,42,5,2022-10-07T04:41:42+00:00,2022-10-07T08:40:36.667650+00:00,2022-10-07T08:41:36.810829+00:00,2022-10-07T19:43:12.735767+00:00,2022-10-07T19:36:53.315767+00:00,completed,medium,Component-Y,79,75,0,10,123,,,
111,6,1,2023-12-10T15:17:59+00:00,2023-12-10T16:00:39.168314+00:00,2023-12-10T16:07:04.521191+00:00,2023-12-11T03:56:55.633458+00:00,2023-12-11T04:00:15.779758+00:00,completed,medium,Component-Y,902,895,6,15,127,,,
112,27,3,2023-05-02T04:04:59+00:00,2023-05-02T07:25:31.749311+00:00,2023-05-02T07:28:45.694939+00:00,2023-05-02T23:35:26.904836+00:00,2023-05-02T23:50:06.422941+00:00,completed,low,Panel-1,720,688,3,7,75,,,
113,32,4,2023-03-29T12:18:57+00:00,2023-03-29T16:09:43.187910+00:00,2023-03-29T16:33:26.390182+00:00,2023-03-29T21:28:55.140828+00:00,2023-03-29T18:19:45.207856+00:00,failed,low,Panel-1,309,73,23,115,34,operator_error,,
114,39,4,2021-07-11T15:32:27+00:00,2021-07-11T16:59:52.214247+00:00,2021-07-11T20:31:26.960147+00:00,2021-07-11T21:23:19.083196+00:00,2021-07-12T02:27:45.973249+00:00,delayed,medium,Panel-2,504,433,21,25,97,,,
115,28,3,2021-04-30T06:10:45+00:00,2021-04-30T07:56:31.213074+00:00,2021-04-30T08:52:37.101758+00:00,2021-04-30T14:28:45.567371+00:00,2021-04-30T11:34:52.040766+00:00,failed,medium,Panel-2,467,115,35,399,63,electrical_fault,,
116,3,1,2022-02-04T20:28:26+00:00,2022-02-04T21:47:59.565509+00:00,2022-02-04T21:57:38.264090+00:00,2022-02-05T07:17:35.356772+00:00,2022-02-05T07:44:21.921034+00:00,completed,medium,Widget-B,716,715,9,6,89,,,
117,49,5,2023-09-22T00:25:05+00:00,2023-09-22T00:58:24.149999+00:00,2023-09-22T01:06:55.500615+00:00,2023-09-22T05:16:23.476852+00:00,2023-09-22T05:20:28.960826+00:00,completed,low,Component-X,488,484,2,19,22,,,
118,8,1,2021-03-17T03:33:26+00:00,2021-03-17T05:09:26.784077+00:00,2021-03-17T05:23:31.708896+00:00,2021-03-18T13:21:32.240755+00:00,2021-03-18T12:02:17.517730+00:00,completed,low,Panel-2,685,669,4,17,44,,,
119,3,1,2021-08-02T12:47:28+00:00,2021-08-02T16:12:37.923239+00:00,2021-08-02T16:24:48.712620+00:00,2021-08-02T23:23:48.825348+00:00,2021-08-02T23:09:59.774131+00:00,completed,high,Panel-1,952,947,13,15,29,,,
120,49,5,2022-04-05T18:34:43+00:00,2022-04-05T20:35:00.458829+00:00,2022-04-05T20:46:35.123238+00:00,2022-04-06T03:40:09.140552+00:00,2022-04-06T03:33:20.495861+00:00,completed,medium,Widget-B,375,371,1,19,136,,,
121,6,1,2022-09-17T20:34:12+00:00,2022-09-17T22:53:10.324495+00:00,2022-09-18T01:33:35.970639+00:00,2022-09-18T07:33:43.685250+00:00,2022-09-18T13:28:36.175390+00:00,delayed,low,Module-Alpha,86,77,1,14,38,,,
122,25,3,2022-04-22T04:55:33+00:00,2022-04-22T08:51:58.638361+00:00,2022-04-22T09:40:22.790064+00:00,2022-04-23T10:11:06.561112+00:00,2022-04-23T06:54:26.508808+00:00,failed,low,Component-Y,550,276,169,319,151,mechanical_wear,,
123,41,5,2022-03-29T23:20:50+00:00,2022-03-30T00:51:36.814315+00:00,2022-03-30T00:55:36.242100+00:00,2022-03-30T09:01:40.291597+00:00,2022-03-30T08:36:48.447317+00:00,completed,high,Component-Y,215,206,0,3,5,,,
124,46,5,2022-03-16T20:10:01+00:00,2022-03-16T20:47:23.471820+00:00,2022-03-16T22:04:06.074271+00:00,2022-03-17T03:55:00.831562+00:00,2022-03-17T03:14:41.636056+00:00,failed,high,Component-Y,855,362,122,206,50,operator_error,,
125,41,5,2021-09-07T01:28:15+00:00,2021-09-07T04:08:13.346403+00:00,2021-09-07T08:55:53.945822+00:00,2021-09-07T09:45:37.527661+00:00,2021-09-07T17:11:37.825123+00:00,delayed,high,Panel-2,874,838,45,58,89,,,
126,6,1,2023-12-14T01:58:28+00:00,2023-12-14T02:53:12.833151+00:00,2023-12-14T03:01:57.213065+00:00,2023-12-14T14:19:04.408756+00:00,2023-12-14T13:59:52.490581+00:00,completed,low,Panel-1,203,200,3,14,160,,,
127,18,2,2023-03-17T18:09:12+00:00,2023-03-17T21:26:11.926458+00:00,2023-03-17T21:40:57.693196+00:00,2023-03-18T02:46:22.229823+00:00,2023-03-18T02:46:01.416262+00:00,completed,medium,Component-X,547,537,10,13,95,,,
128,11,2,2022-10-16T12:52:34+00:00,2022-10-16T14:42:57.067851+00:00,2022-10-16T14:54:30.241653+00:00,2022-10-17T19:23:40.939900+00:00,2022-10-17T18:10:06.482584+00:00,completed,low,Component-Y,142,139,1,5,187,,,
129,50,5,2021-01-27T17:58:52+00:00,2021-01-27T20:12:56.623985+00:00,2021-01-27T20:54:44.210346+00:00,2021-01-28T05:59:18.430800+00:00,2021-01-28T04:39:11.022415+00:00,failed,high,Module-Alpha,727,295,106,408,174,overheating,,
130,4,1,2023-04-01T04:16:27+00:00,2023-04-01T07:52:26.885153+00:00,2023-04-01T07:56:08.014922+00:00,2023-04-02T02:02:01.313811+00:00,2023-04-02T00:54:27.736895+00:00,completed,medium,Assembly-Z,874,831,12,6,192,,,
131,7,1,2022-02-11T12:04:45+00:00,2022-02-11T14:49:14.534073+00:00,2022-02-11T14:54:29.141323+00:00,2022-02-12T02:09:35.803638+00:00,2022-02-12T02:05:51.218843+00:00,completed,medium,Panel-1,147,140,2,9,34,,,
132,47,5,2023-10-06T13:20:27+00:00,2023-10-06T14:09:21.017527+00:00,2023-10-06T14:17:54.410173+00:00,2023-10-06T20:01:35.752662+00:00,2023-10-06T19:32:03.602405+00:00,failed,medium,Panel-2,210,99,32,43,147,mechanical_wear,,
133,21,3,2023-04-28T05:05:53+00:00,2023-04-28T07:25:31.776171+00:00,2023-04-28T07:32:32.663378+00:00,2023-04-28T23:06:36.887470+00:00,2023-04-28T22:03:28.702422+00:00,completed,medium,Component-Y,888,878,3,15,53,,,
134,33,4,2023-05-25T16:21:48+00:00,2023-05-25T17:08:07.582803+00:00,2023-05-25T17:18:27.594110+00:00,2023-05-26T13:49:58.300221+00:00,2023-05-26T14:45:35.679646+00:00,completed,medium,Panel-2,956,922,10,13,50,,,
135,14,2,2022-08-30T09:19:20+00:00,2022-08-30T10:17:42.005382+00:00,2022-08-30T10:18:48.668879+00:00,2022-08-31T01:38:11.644788+00:00,2022-08-31T01:08:57.156566+00:00,completed,medium,Component-Y,630,611,3,8,18,,,
136,15,2,2023-06-30T18:16:50+00:00,2023-06-30T21:26:31.313233+00:00,2023-06-30T21:40:26.486780+00:00,2023-07-01T06:55:45.781874+00:00,2023-07-01T06:54:45.148166+00:00,completed,high,Panel-1,854,833,10,16,200,,,
137,32,4,2021-03-20T14:30:08+00:00,2021-03-20T16:43:46.182913+00:00,2021-03-20T16:46:28.978900+00:00,2021-03-21T14:55:41.699608+00:00,2021-03-21T13:28:33.188530+00:00,completed,medium,Panel-1,507,484,4,11,1,,,
138,18,2,2022-08-13T09:24:53+00:00,2022-08-13T13:12:30.561188+00:00,2022-08-13T14:27:42.363555+00:00,2022-08-13T15:28:57.882580+00:00,2022-08-13T15:16:57.910351+00:00,failed,critical,Panel-1,254,69,15,286,152,electrical_fault,,
139,3,1,2021-10-01T11:43:32+00:00,2021-10-01T15:43:17.240498+00:00,2021-10-01T15:47:13.824697+00:00,2021-10-02T12:15:54.900346+00:00,2021-10-02T12:04:17.156071+00:00,completed,medium,Module-Alpha,198,197,3,15,22,,,
140,24,3,2022-12-01T02:17:54+00:00,2022-12-01T04:38:53.625785+00:00,2022-12-01T04:53:40.684776+00:00,2022-12-01T13:10:53.115699+00:00,2022-12-01T13:50:07.245509+00:00,completed,low,Component-Y,937,932,5,11,160,,,
141,4,1,2022-11-28T18:24:17+00:00,2022-11-28T20:20:01.870085+00:00,2022-11-28T20:21:56.373451+00:00,2022-11-29T11:58:38.169262+00:00,2022-11-29T10:53:15.178702+00:00,completed,medium,Assembly-Z,215,213,2,10,12,,,
142,12,2,2023-04-11T17:15:35+00:00,2023-04-11T18:22:45.217780+00:00,2023-04-11T18:23:34.659270+00:00,2023-04-12T02:39:19.946447+00:00,2023-04-12T02:33:49.776121+00:00,completed,medium,Widget-B,70,66,0,0,170,,,
143,27,3,2021-09-08T09:36:23+00:00,2021-09-08T13:13:55.461308+00:00,2021-09-08T13:35:21.411373+00:00,2021-09-09T08:41:43.347626+00:00,2021-09-09T05:36:35.924759+00:00,failed,medium,Component-Y,413,244,39,62,41,operator_error,,
144,47,5,2021-06-04T05:10:42+00:00,2021-06-04T06:43:45.426093+00:00,2021-06-04T06:44:26.793017+00:00,2021-06-04T19:05:33.892476+00:00,2021-06-04T18:31:15.878451+00:00,completed,medium,Panel-1,962,948,1,19,66,,,
145,26,3,2022-12-06T13:06:39+00:00,2022-12-06T16:06:06.493344+00:00,2022-12-06T17:03:06.654941+00:00,2022-12-07T11:44:37.525801+00:00,2022-12-07T04:29:51.724782+00:00,failed,medium,Panel-1,788,274,49,110,116,mechanical_wear,,
146,22,3,2022-03-29T20:09:16+00:00,2022-03-29T21:21:32.988820+00:00,2022-03-30T02:56:47.245780+00:00,2022-03-30T12:57:45.788140+00:00,2022-03-31T01:58:36.297546+00:00,delayed,high,Widget-B,834,710,41,52,153,,,
147,10,1,2021-09-12T11:45:48+00:00,2021-09-12T14:24:42.236023+00:00,2021-09-12T14:27:00.457824+00:00,2021-09-13T10:57:24.781601+00:00,2021-09-13T11:13:14.039991+00:00,completed,medium,Module-Alpha,800,763,11,1,37,,,
148,46,5,2022-06-01T21:08:15+00:00,2022-06-02T00:12:12.368379+00:00,2022-06-02T00:19:09.898436+00:00,2022-06-02T23:30:03.539111+00:00,2022-06-03T00:34:52.099380+00:00,completed,medium,Assembly-Z,346,341,5,1,44,,,
149,34,4,2021-08-07T14:01:58+00:00,2021-08-07T15:26:07.464515+00:00,2021-08-07T15:27:27.026577+00:00,2021-08-08T07:03:17.286004+00:00,2021-08-08T07:05:40.347215+00:00,completed,high,Panel-2,610,589,1,12,84,,,
150,28,3,2023-04-05T15:00:10+00:00,2023-04-05T17:19:22.906094+00:00,2023-04-05T17:29:08.621225+00:00,2023-04-06T13:46:26.816468+00:00,2023-04-06T12:14:50.079712+00:00,completed,medium,Assembly-Z,368,365,1,13,98,,,
151,12,2,2021-07-24T16:07:21+00:00,2021-07-24T18:09:58.575613+00:00,2021-07-24T18:10:27.414843+00:00,2021-07-24T20:16:25.781858+00:00,2021-07-24T20:15:55.121580+00:00,completed,critical,Panel-1,565,547,7,5,152,,,
152,5,1,2021-01-16T01:44:17+00:00,2021-01-16T05:04:26.812196+00:00,2021-01-16T05:04:46.460448+00:00,2021-01-16T12:07:07.223819+00:00,2021-01-16T11:57:50.430080+00:00,completed,high,Component-X,484,468,1,17,85,,,
153,8,1,2023-07-02T09:08:16+00:00,2023-07-02T10:38:04.575617+00:00,2023-07-02T10:52:47.479947+00:00,2023-07-02T19:55:07.720003+00:00,2023-07-02T19:17:40.610937+00:00,completed,critical,Module-Alpha,981,953,10,12,108,,,
154,8,1,2022-01-03T21:31:14+00:00,2022-01-04T00:58:11.448234+00:00,2022-01-04T01:05:18.837387+00:00,2022-01-04T18:04:52.933329+00:00,2022-01-04T16:49:29.916062+00:00,completed,low,Widget-B,65,61,0,14,190,,,
155,36,4,2021-02-20T04:01:52+00:00,2021-02-20T07:55:48.302913+00:00,2021-02-20T08:02:31.730032+00:00,2021-02-20T20:29:08.098786+00:00,2021-02-20T19:52:06.462153+00:00,completed,medium,Widget-A,57,56,0,18,66,,,
156,30,3,2023-12-05T07:41:40+00:00,2023-12-05T09:33:57.155145+00:00,2023-12-05T09:44:04.486622+00:00,2023-12-05T10:45:57.949165+00:00,2023-12-05T10:51:43.964698+00:00,completed,high,Panel-1,336,325,4,8,70,,,
157,25,3,2022-12-16T11:25:14+00:00,2022-12-16T15:04:15.150105+00:00,2022-12-16T18:17:28.234540+00:00,2022-12-16T23:56:52.938108+00:00,2022-12-17T03:43:06.415577+00:00,delayed,low,Component-X,102,90,4,34,69,,,
158,3,1,2023-06-02T19:07:39+00:00,2023-06-02T22:07:30.191285+00:00,2023-06-02T22:15:17.441796+00:00,2023-06-04T00:07:56.802934+00:00,2023-06-03T23:44:30.348209+00:00,completed,low,Widget-B,626,600,0,8,123,,,
159,10,1,2022-10-25T00:28:34+00:00,2022-10-25T01:56:05.217724+00:00,2022-10-25T02:29:36.572372+00:00,2022-10-25T05:11:51.524183+00:00,2022-10-25T03:19:24.285230+00:00,failed,critical,Component-X,948,157,34,78,68,operator_error,,
160,14,2,2021-12-24T16:50:33+00:00,2021-12-24T20:48:37.203046+00:00,2021-12-24T20:53:20.326458+00:00,2021-12-25T06:00:42.489341+00:00,2021-12-25T06:14:18.628946+00:00,completed,critical,Widget-A,264,260,4,4,96,,,
161,42,5,2022-04-21T04:16:25+00:00,2022-04-21T08:01:33.452274+00:00,2022-04-21T10:00:52.190364+00:00,2022-04-21T20:10:04.137388+00:00,2022-04-21T18:42:32.213188+00:00,failed,low,Panel-1,816,313,41,154,134,misalignment,,
162,38,4,2023-05-25T08:23:49+00:00,2023-05-25T09:51:45.640410+00:00,2023-05-25T12:49:40.318944+00:00,2023-05-25T13:06:50.376012+00:00,2023-05-25T16:30:37.181237+00:00,delayed,medium,Assembly-Z,864,785,42,51,86,,,
163,3,1,2023-08-01T01:13:21+00:00,2023-08-01T03:11:04.565408+00:00,2023-08-01T03:16:21.302357+00:00,2023-08-01T15:44:32.563093+00:00,2023-08-01T15:38:25.236713+00:00,completed,medium,Module-Alpha,769,746,12,6,194,,,
164,17,2,2023-11-27T22:19:21+00:00,2023-11-27T23:19:11.509466+00:00,2023-11-27T23:27:57.255400+00:00,2023-11-29T05:44:08.069576+00:00,2023-11-29T04:02:31.178552+00:00,completed,low,Component-Y,970,966,11,18,24,,,
165,18,2,2021-10-12T16:35:59+00:00,2021-10-12T18:53:33.261436+00:00,2021-10-12T19:07:36.607724+00:00,2021-10-12T21:26:44.523070+00:00,2021-10-12T21:46:02.295867+00:00,completed,medium,Widget-A,221,212,1,16,25,,,
166,24,3,2023-02-25T13:26:40+00:00,2023-02-25T17:26:37.043245+00:00,2023-02-25T17:40:27.165120+00:00,2023-02-25T20:50:20.786932+00:00,2023-02-25T20:46:29.446668+00:00,completed,medium,Component-Y,198,189,3,11,186,,,
167,14,2,2021-12-23T21:06:58+00:00,2021-12-24T00:45:37.529838+00:00,2021-12-24T00:46:12.406036+00:00,2021-12-24T06:07:53.273719+00:00,2021-12-24T06:07:50.630277+00:00,completed,medium,Component-X,751,726,9,8,90,,,
168,8,1,2023-11-06T03:17:52+00:00,2023-11-06T04:55:06.028208+00:00,2023-11-06T04:56:00.595876+00:00,2023-11-06T09:03:25.790083+00:00,2023-11-06T08:53:14.811568+00:00,completed,medium,Component-Y,883,850,4,13,78,,,
169,33,4,2021-12-03T03:14:06+00:00,2021-12-03T06:26:11.442815+00:00,2021-12-03T06:34:01.224918+00:00,2021-12-03T19:42:58.829204+00:00,2021-12-03T20:19:52.129310+00:00,completed,medium,Panel-1,282,279,0,6,143,,,
170,30,3,2023-02-03T23:02:53+00:00,2023-02-04T01:30:54.315601+00:00,2023-02-04T03:01:05.256435+00:00,2023-02-04T06:12:58.269004+00:00,2023-02-04T05:23:51.173254+00:00,failed,low,Panel-2,485,193,54,405,186,operator_error,,
171,35,4,2023-04-06T11:59:51+00:00,2023-04-06T14:26:38.997740+00:00,2023-04-06T14:32:57.197971+00:00,2023-04-06T17:12:03.628044+00:00,2023-04-06T17:06:29.394983+00:00,completed,low,Assembly-Z,876,847,4,14,141,,,
172,31,4,2022-06-26T08:04:14+00:00,2022-06-26T11:58:22.084232+00:00,2022-06-26T12:02:51.296862+00:00,2022-06-26T23:33:27.177926+00:00,2022-06-26T22:32:33.131620+00:00,completed,low,Module-Alpha,129,127,0,3,180,,,
173,10,1,2023-03-10T01:37:22+00:00,2023-03-10T03:49:26.170144+00:00,2023-03-10T03:55:54.206005+00:00,2023-03-10T21:35:43.881820+00:00,2023-03-10T21:31:14.558337+00:00,completed,low,Component-X,769,765,1,12,200,,,
174,14,2,2021-01-04T07:18:41+00:00,2021-01-04T10:29:08.358273+00:00,2021-01-04T10:30:08.638485+00:00,2021-01-04T15:30:00.032772+00:00,2021-01-04T15:19:07.110052+00:00,completed,medium,Widget-B,190,181,1,5,80,,,
175,44,5,2021-08-17T14:26:36+00:00,2021-08-17T16:58:29.522545+00:00,2021-08-17T17:04:55.075926+00:00,2021-08-18T01:41:33.503479+00:00,2021-08-18T01:49:47.779672+00:00,completed,high,Widget-B,595,591,6,16,74,,,
176,31,4,2021-12-22T09:12:17+00:00,2021-12-22T12:14:16.190656+00:00,2021-12-22T13:57:46.534819+00:00,2021-12-22T17:34:32.146443+00:00,2021-12-22T18:03:52.539474+00:00,failed,high,Widget-B,541,222,29,357,12,operator_error,,
177,29,3,2023-03-16T01:48:12+00:00,2023-03-16T04:00:52.118599+00:00,2023-03-16T04:13:19.752144+00:00,2023-03-16T23:18:41.632171+00:00,2023-03-16T21:44:21.568807+00:00,completed,medium,Widget-B,780,759,13,8,23,,,
178,40,4,2023-01-20T14:59:42+00:00,2023-01-20T17:19:12.184448+00:00,2023-01-20T17:22:57.952050+00:00,2023-01-21T02:45:05.096506+00:00,2023-01-21T02:23:14.735463+00:00,completed,medium,Panel-2,448,428,5,16,175,,,
179,22,3,2022-05-10T11:35:18+00:00,2022-05-10T12:07:06.577440+00:00,2022-05-10T13:38:34.787148+00:00,2022-05-10T18:48:51.171257+00:00,2022-05-10T19:36:01.826974+00:00,failed,low,Panel-1,143,65,40,136,15,mechanical_wear,,
180,46,5,2022-01-11T12:14:46+00:00,2022-01-11T16:12:55.682315+00:00,2022-01-11T16:21:15.412373+00:00,2022-01-12T06:54:17.360671+00:00,2022-01-12T06:53:20.075579+00:00,completed,medium,Panel-2,583,576,8,0,94,,,
181,44,5,2023-06-01T12:22:04+00:00,2023-06-01T14:01:19.295782+00:00,2023-06-01T14:07:34.517065+00:00,2023-06-01T19:30:37.292931+00:00,2023-06-01T19:30:29.518005+00:00,completed,high,Assembly-Z,578,563,3,6,22,,,
182,46,5,2021-05-30T20:43:33+00:00,2021-05-30T23:54:16.047422+00:00,2021-05-31T01:42:18.049739+00:00,2021-05-31T08:14:05.256127+00:00,2021-05-31T07:22:27.528904+00:00,failed,low,Widget-A,775,278,82,85,127,operator_error,,
183,18,2,2021-03-06T16:31:14+00:00,2021-03-06T19:27:39.648139+00:00,2021-03-06T19:34:13.063377+00:00,2021-03-07T03:52:39.610918+00:00,2021-03-07T04:05:59.594736+00:00,completed,medium,Panel-2,886,885,3,11,2,,,
184,17,2,2022-08-14T03:28:40+00:00,2022-08-14T05:23:33.883350+00:00,2022-08-14T05:34:22.077776+00:00,2022-08-14T07:31:17.214502+00:00,2022-08-14T07:41:36.534113+00:00,completed,medium,Panel-2,593,586,6,15,125,,,
185,7,1,2023-05-01T19:12:06+00:00,2023-05-01T22:04:42.049609+00:00,2023-05-01T23:15:46.429252+00:00,2023-05-02T19:09:25.391044+00:00,2023-05-02T05:06:35.738936+00:00,failed,medium,Widget-A,852,187,62,267,119,overheating,,
186,46,5,2021-11-20T16:49:23+00:00,2021-11-20T19:08:31.896112+00:00,2021-11-20T20:25:43.442658+00:00,2021-11-21T12:46:42.819516+00:00,2021-11-21T15:46:02.039824+00:00,delayed,medium,Component-X,846,766,43,51,77,,,
187,30,3,2021-09-14T21:57:47+00:00,2021-09-14T23:48:17.119197+00:00,2021-09-14T23:57:24.912974+00:00,2021-09-15T13:38:16.866834+00:00,2021-09-15T14:23:49.097134+00:00,completed,high,Widget-B,371,359,6,3,11,,,
188,49,5,2022-12-11T18:11:59+00:00,2022-12-11T20:26:41.360484+00:00,2022-12-11T21:48:39.068170+00:00,2022-12-12T16:17:31.883043+00:00,2022-12-12T14:53:14.884560+00:00,failed,medium,Assembly-Z,660,472,91,125,11,operator_error,,
189,30,3,2022-12-22T21:44:25+00:00,2022-12-22T23:42:34.043625+00:00,2022-12-22T23:54:10.664493+00:00,2022-12-23T11:20:57.328652+00:00,2022-12-23T03:14:02.786177+00:00,failed,medium,Module-Alpha,792,189,30,319,46,mechanical_wear,,
190,46,5,2023-12-25T08:19:50+00:00,2023-12-25T11:01:19.607002+00:00,2023-12-25T11:14:51.847973+00:00,2023-12-25T17:38:54.292989+00:00,2023-12-25T18:02:07.708955+00:00,completed,high,Widget-B,428,420,5,11,124,,,
191,36,4,2023-01-26T09:39:04+00:00,2023-01-26T12:53:10.469576+00:00,2023-01-26T16:11:23.215842+00:00,2023-01-26T20:07:14.465301+00:00,2023-01-27T01:15:31.840216+00:00,delayed,critical,Widget-A,961,879,19,31,68,,,
192,6,1,2023-08-29T16:20:15+00:00,2023-08-29T17:51:58.901934+00:00,2023-08-29T18:06:13.903528+00:00,2023-08-30T06:23:41.365433+00:00,2023-08-30T05:54:55.746717+00:00,completed,low,Component-Y,472,464,0,3,48,,,
193,13,2,2022-05-23T07:25:30+00:00,2022-05-23T10:32:18.819607+00:00,2022-05-23T10:32:55.947336+00:00,2022-05-23T18:50:20.878795+00:00,2022-05-23T18:08:37.815696+00:00,completed,critical,Panel-2,637,626,0,1,200,,,
194,36,4,2022-12-02T12:33:37+00:00,2022-12-02T15:29:55.734310+00:00,2022-12-02T21:05:34.141796+00:00,2022-12-03T14:23:09.299049+00:00,2022-12-03T20:16:39.539847+00:00,delayed,low,Panel-2,402,392,5,32,145,,,
195,4,1,2021-01-05T06:14:40+00:00,2021-01-05T08:19:23.736026+00:00,2021-01-05T08:29:11.046553+00:00,2021-01-05T13:08:27.949097+00:00,2021-01-05T12:54:44.508361+00:00,completed,medium,Panel-2,367,354,0,14,183,,,
196,15,2,2023-10-22T18:54:44+00:00,2023-10-22T21:00:38.994539+00:00,2023-10-22T22:18:13.306088+00:00,2023-10-23T21:32:09.688041+00:00,2023-10-24T06:21:38.018746+00:00,delayed,low,Module-Alpha,464,410,17,24,11,,,
197,14,2,2023-08-28T23:45:56+00:00,2023-08-29T01:12:52.337367+00:00,2023-08-29T01:25:13.098222+00:00,2023-08-30T05:22:45.907184+00:00,2023-08-30T06:34:48.137366+00:00,completed,low,Assembly-Z,518,514,2,18,192,,,
198,30,3,2023-09-13T06:40:50+00:00,2023-09-13T08:11:25.767888+00:00,2023-09-13T11:25:17.752852+00:00,2023-09-13T17:04:13.243019+00:00,2023-09-14T00:14:34.977628+00:00,delayed,medium,Assembly-Z,729,688,24,33,37,,,
199,23,3,2022-05-24T01:19:44+00:00,2022-05-24T04:20:13.446735+00:00,2022-05-24T04:24:35.392052+00:00,2022-05-24T08:13:51.723287+00:00,2022-05-24T08:25:45.654052+00:00,completed,high,Widget-B,832,820,11,18,160,,,
200,9,1,2021-03-15T08:12:32+00:00,2021-03-15T10:17:38.164088+00:00,2021-03-15T10:19:13.512209+00:00,2021-03-16T04:25:09.368176+00:00,2021-03-16T03:14:49.411378+00:00,completed,medium,Module-Alpha,272,269,2,16,183,,,
201,16,2,2021-09-27T02:28:39+00:00,2021-09-27T03:13:22.441844+00:00,2021-09-27T03:20:04.989962+00:00,2021-09-28T00:48:42.030796+00:00,2021-09-28T00:03:19.996761+00:00,completed,medium,Assembly-Z,816,794,8,6,117,,,
202,5,1,2023-05-08T16:10:53+00:00,2023-05-08T19:40:08.998429+00:00,2023-05-08T20:50:04.312153+00:00,2023-05-09T15:04:56.783759+00:00,2023-05-09T03:12:24.949375+00:00,failed,medium,Panel-2,112,29,5,183,135,material_defect,,
203,3,1,2022-06-16T15:32:29+00:00,2022-06-16T19:29:44.501723+00:00,2022-06-16T19:30:13.436179+00:00,2022-06-18T03:12:31.221680+00:00,2022-06-18T01:54:58.782042+00:00,completed,low,Assembly-Z,419,416,5,7,135,,,
204,21,3,2022-03-01T07:45:28+00:00,2022-03-01T11:22:53.302649+00:00,2022-03-01T11:37:28.097557+00:00,2022-03-02T05:02:29.243345+00:00,2022-03-02T04:10:24.379570+00:00,completed,low,Assembly-Z,724,696,12,16,28,,,
205,43,5,2021-12-31T03:27:05+00:00,2021-12-31T05:44:39.841938+00:00,2021-12-31T05:47:10.986121+00:00,2022-01-01T02:26:35.414379+00:00,2022-01-01T02:42:55.341977+00:00,completed,low,Assembly-Z,434,429,1,0,32,,,
206,16,2,2023-09-04T20:06:48+00:00,2023-09-04T21:46:57.582632+00:00,2023-09-04T21:54:54.245349+00:00,2023-09-05T04:39:56.333233+00:00,2023-09-05T04:50:21.777188+00:00,completed,critical,Panel-1,334,326,5,19,19,,,
207,22,3,2021-08-22T03:56:15+00:00,2021-08-22T05:05:26.942507+00:00,2021-08-22T06:49:47.829815+00:00,2021-08-22T10:50:06.338909+00:00,2021-08-22T14:39:13.294398+00:00,delayed,medium,Panel-2,500,487,6,46,114,,,
208,45,5,2023-05-23T11:36:42+00:00,2023-05-23T13:56:58.174740+00:00,2023-05-23T14:01:42.362770+00:00,2023-05-24T14:42:27.985698+00:00,2023-05-24T12:34:47.877347+00:00,completed,low,Assembly-Z,714,712,9,10,90,,,
209,9,1,2023-06-13T03:32:59+00:00,2023-06-13T04:13:14.829748+00:00,2023-06-13T04:20:57.473124+00:00,2023-06-13T19:12:29.860924+00:00,2023-06-13T18:25:19.161379+00:00,completed,high,Module-Alpha,334,319,1,15,158,,,
210,1,1,2022-11-29T17:48:55+00:00,2022-11-29T20:43:09.304529+00:00,2022-11-29T20:55:41.581203+00:00,2022-11-30T13:37:57.390205+00:00,2022-11-30T12:20:27.122518+00:00,completed,medium,Component-X,256,252,4,4,198,,,
211,6,1,2022-08-01T09:35:23+00:00,2022-08-01T13:35:00.678862+00:00,2022-08-01T17:21:38.666286+00:00,2022-08-02T08:18:09.416589+00:00,2022-08-02T13:11:37.847627+00:00,delayed,medium,Panel-1,557,493,13,40,115,,,
212,38,4,2021-07-21T02:03:57+00:00,2021-07-21T04:59:35.168347+00:00,2021-07-21T05:02:58.872948+00:00,2021-07-21T19:45:08.155058+00:00,2021-07-21T13:07:19.398795+00:00,failed,high,Widget-A,92,30,7,374,22,misalignment,,
213,48,5,2021-11-11T20:42:48+00:00,2021-11-12T00:38:45.544096+00:00,2021-11-12T00:50:56.808802+00:00,2021-11-12T23:37:50.796327+00:00,2021-11-13T00:04:27.006635+00:00,completed,medium,Assembly-Z,101,97,0,17,91,,,
214,19,2,2023-04-10T13:59:22+00:00,2023-04-10T15:47:25.561874+00:00,2023-04-10T17:21:51.538052+00:00,2023-04-10T23:00:40.484447+00:00,2023-04-10T20:35:15.634371+00:00,failed,medium,Panel-1,956,288,53,322,42,material_defect,,
